source;doi;titulo;autores;año;venue;crit_1_ai_ml;crit_2_se_context;crit_3_empirical;crit_4_organizational;score;razon_decision;nota_rayyan
Scopus;Banh2025;Copiloting the future: How generative AI transforms Software Engineering;Banh, Leonardo and Holldack, Florian and Strobel, Gero;2025;Information and Software Technology;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Kozub2025463;Using artificial intelligence in software development processes: Achievements and challenges;Kozub, Vladyslav and Druzhynin, Valentyn and Trufanova, Diana and Ihnatenko, Pav;2025;Sustainable Engineering and Innovation;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Anderson2025;Emergence of Player Tactics by expert-guided Machine Learning: An industry tower defence case study;Anderson, Stuart and Falconer, Ruth E.;2025;Entertainment Computing;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Eshraghian20251659;AI in software programming: understanding emotional responses to GitHub Copilot;Eshraghian, Farjam and Hafezieh, Najmeh and Farivar, Farveh and de Cesare, Sergi;2025;Information Technology and People;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Johnstone2025;Using Machine Learning to Detect Vault (Anti-Forensic) Apps;Johnstone, Michael N. and Yang, Wencheng and Ahmed, Mohiuddin;2025;Future Internet;Sí;Sí;Sí;No;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Ramachandran2025;Rich Data Versus Quantity of Data in Code Generation AI: A Paradigm Shift for Healthcare;Ramachandran, Muthu and Fouracre, Steven;2025;Blockchain in Healthcare Today;Sí;Sí;Sí;Sí;No;Criterios de exclusión: medical_healthcare;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: medical_healthcare"
Scopus;Gaitantzi2025;The Role of Artificial Intelligence in Computer Science Education: A Systematic Review with a Focus on Database Instruction;Gaitantzi, Alkmini and Kazanidis, Ioannis K.;2025;Applied Sciences (Switzerland);Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Haque2025;LLMs: A game-changer for software engineers?;Haque, Md Asraful;2025;BenchCouncil Transactions on Benchmarks, Standards and Evaluations;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Di Francesco2025;Risk management in the era of data-centric engineering;Di Francesco, Domenic;2025;Data-Centric Engineering;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Ramos2025;AI-Augmented Software Engineering: Revolutionizing or Challenging Software Quality and Testing?;Ramos, Tafline and Dean, Amanda and McGregor, David;2025;Journal of Software: Evolution and Process;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Quaranta2025;A multivocal literature review on the benefits and limitations of industry-leading AutoML tools;Quaranta, Luigi and Azevedo, Kelly and Calefato, Fabio and Kalinowski, M.;2025;Information and Software Technology;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Zhang2025;Enabling efficient and low-effort decentralized federated learning with the EdgeFL framework;Zhang, Hongyi and Bosch, Jan and Olsson, Helena Holmström;2025;Information and Software Technology;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Protschky202534518;What Gets Measured Gets Improved: Monitoring Machine Learning Applications in Their Production Environments;Protschky, Dominik and Lammermann, Luis and Hofmann, Peter and Urbach, Nils;2025;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Mustaqeem2025866;Comprehensive Bibliographic Survey and Forward-Looking Recommendations for Software Defect Prediction: Datasets, Validation Methodologies, Prediction Approaches, and Tools;Mustaqeem, Mohd and Alam, Mahfooz and Mustajab, Suhel and Alshanketi, Faisal and;2025;IEEE Access;Sí;No;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: No
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Faraji2025183296;AI-Driven Software Test Automation: An AI4SE-Oriented Survey of Techniques, Tools, and Challenges;Faraji, Aazaade and Pombo, Nuno;2025;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Burachynskyi202559;Overview of Artificial Intelligence Application Methods in Software Development;Burachynskyi, Andrii and Shantyr, Anton;2025;Informatica (Slovenia);Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;De La Cruz20253569;Redefining the Programmer: Human-AI Collaboration, LLMs, and Security in Modern Software Engineering;De La Cruz, Elyson and Le, Hanh and Meduri, Karthik and Nadella, Geeta Sandeep a;2025;Computers, Materials and Continua;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Novkin2025;Kolmogorov–Arnold Network for Transistor Compact Modeling;Novkin, Rodion and Amrouch, Hussam;2025;Advanced Intelligent Systems;Sí;No;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: No
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Izhar202583591;An Efficient Methodology for the Categorization of Software Requirements Using Natural Language Processing and Similarity Analysis;Izhar, Rahat and Cosh, Kenneth J. and Ramingwon, Lachana and Ramingwong, Sakgasi;2025;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Jensen2025;Managing expectations towards AI tools for software development: a multiple-case study;Jensen, Victor Vadmand and Alami, Adam and Bruun, Anders Rysholt and Persson, Jo;2025;Information Systems and e-Business Management;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Ginde202560955;Rethinking Technological Investment and Cost-Benefit: A Software Requirements Dependency Extraction Case Study;Ginde, Gouri and Ruhe, Guenther and Chad Saunders, W. W.;2025;IEEE Access;Sí;Sí;Sí;Sí;No;Criterios de exclusión: editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: editorial"
Scopus;Ogrizović2024;Quality assurance strategies for machine learning applications in big data analytics: an overview;Ogrizović, Mihajlo and Drašković, Dražen D. and Bojić, Dragan M.;2024;Journal of Big Data;Sí;Sí;No;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Poddar2024;An operational guide to translational clinical machine learning in academic medical centers;Poddar, Mukund and Marwaha, Jayson S. and Yuan, William and Romero-Brufau, Santi;2024;npj Digital Medicine;Sí;Sí;Sí;Sí;No;Criterios de exclusión: medical_healthcare;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: medical_healthcare"
Scopus;Jiang2024;Challenges and practices of deep learning model reengineering: A case study on computer vision;Jiang, Wenxin and Banna, Vishnu and Vivek, Naveen and Goel, Abhinav and Synovic,;2024;Empirical Software Engineering;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Eramo2024;An architecture for model-based and intelligent automation in DevOps;Eramo, Romina and Said, Bilal and Oriol, Marc and Bruneliere, Hugo and Morales, ;2024;Journal of Systems and Software;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Maier2024;CausalOps — Towards an industrial lifecycle for causal probabilistic graphical models;Maier, Robert and Schlattl, Andreas and Guess, Thomas and Mottok, Jǘrgen Horst;2024;Information and Software Technology;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Mohammad2024555;Challenges of Integrating Artificial Intelligence in Software Project Planning: A Systematic Literature Review;Mohammad, Abdulghafour and Chirchir, Brian;2024;Digital;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Schuszter2024;Increasing the Reliability of Software Systems Using a Large-Language-Model-Based Solution for Onboarding;Schuszter, Ioan Cristian and Marius, Cioca;2024;Inventions;Sí;Sí;No;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Russo2024;Navigating the Complexity of Generative AI Adoption in Software Engineering;Russo, Daniel;2024;ACM Transactions on Software Engineering and Methodology;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Wei2024187;Irrigation with Artificial Intelligence: Problems, Premises, Promises;Wei, Hanyu and Xu, Wen and Kang, Byeong and Eisner, Rowan and Muleke, Albert and;2024;Human-Centric Intelligent Systems;Sí;Sí;No;No;Sí;Cumple con AI+SE + 1 criterio adicional;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: Sí
Razón: Cumple con AI+SE + 1 criterio adicional"
Scopus;Olivares2024;Intelligent Learning-Based Methods for Determining the Ideal Team Size in Agile Practices;Olivares, Rodrigo and Noel, Rene Alejandro and Guzmán, Sebastián M. and Miranda,;2024;Biomimetics;Sí;Sí;No;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Naveed2024;Model driven engineering for machine learning components: A systematic literature review;Naveed, Hira and Arora, Chetan and Khalajzadeh, Hourieh and Grundy, John C. and ;2024;Information and Software Technology;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Skuridin2024;Chatbot Design and Implementation: Towards an Operational Model for Chatbots;Skuridin, Alexander and Wynn, Martin George;2024;Information (Switzerland);Sí;Sí;No;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Garikapati2024;Autonomous Vehicles: Evolution of Artificial Intelligence and the Current Industry Landscape;Garikapati, Divya and Shetiya, Sneha Sudhir;2024;Big Data and Cognitive Computing;Sí;Sí;Sí;No;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Abdullahi2024;Towards a Distributed Digital Twin Framework for Predictive Maintenance in Industrial Internet of Things (IIoT);Abdullahi, Ibrahim and Longo, Stefano and Samie, Mohammad;2024;Sensors;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Duda2024203;The Impact of Resource Allocation on the Machine Learning Lifecycle: Bridging the Gap between Software Engineering and Management;Duda, Sebastian and Hofmann, Peter and Urbach, Nils and Völter, Fabiane and Zwic;2024;Business and Information Systems Engineering;Sí;Sí;Sí;Sí;No;Criterios de exclusión: editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: editorial"
Scopus;Kanbach20241189;The GenAI is out of the bottle: generative artificial intelligence from a business model innovation perspective;Kanbach, Dominik K. and Heiduk, Louisa and Blueher, Georg and Schreiter, Maximil;2024;Review of Managerial Science;Sí;Sí;Sí;Sí;No;Criterios de exclusión: medical_healthcare, editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: medical_healthcare, editorial"
Scopus;Schrijver2024;Automobile insurance fraud detection using data mining: A systematic literature review;Schrijver, Gilian and Sarmah, Dipti Kapoor and el-Hajj, Mohammed Ibrahim;2024;Intelligent Systems with Applications;Sí;Sí;Sí;No;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Ferrara2024;Fairness-aware machine learning engineering: how far are we?;Ferrara, Carmine and Sellitto, Giulia and Ferrucci, Filomena and Palomba, Fabio ;2024;Empirical Software Engineering;Sí;Sí;Sí;Sí;No;Criterios de exclusión: editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: editorial"
Scopus;Hong2024193717;Implementing and Evaluating Automated Bug Triage in Industrial Projects;Hong, Hyun-taek and Wang, Daesung and Kim, Sejin and Sung, Hoon and Park, Chang-;2024;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Millam2024;CODING WITH AI AS AN ASSISTANT: CAN AI GENERATE CONCISE COMPUTER CODE?;Millam, Andrew and Bakke, Christine;2024;Journal of Information Technology Education: Innovations in Practice;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Mahida20241;Integrating Observability with DevOps Practices in Financial Services Technologies: A Study on Enhancing Software Development and Operational Resilience;Mahida, Ankur Harendrasinh;2024;International Journal of Advanced Computer Science and Applications;Sí;Sí;Sí;Sí;No;Criterios de exclusión: editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: editorial"
