source;doi;titulo;autores;año;venue;crit_1_ai_ml;crit_2_se_context;crit_3_empirical;crit_4_organizational;score;razon_decision;nota_rayyan
Scopus;Iqbal20245031;Enhancing Secure Development in Globally Distributed Software Product Lines: A Machine Learning-Powered Framework for Cyber-Resilient Ecosystems;Iqbal, Marya and Hafeez, Yasir and Almashfi, Nabil and Alsirhani, Amjad and Alse;2024;Computers, Materials and Continua;Sí;Sí;Sí;No;No;Criterios de exclusión: editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: No
Razón: Criterios de exclusión: editorial"
Scopus;Malik202499382;A Systematic Review of Adversarial Machine Learning Attacks, Defensive Controls, and Technologies;Malik, Jasmita and Raja, M. M. and Pawar, Pranav M.;2024;IEEE Access;Sí;Sí;No;Sí;No;Criterios de exclusión: medical_healthcare;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: medical_healthcare"
Scopus;Vänskä2024;Continuous Software Engineering Practices in AI/ML Development Past the Narrow Lens of MLOps: Adoption Challenges;Vänskä, Sini and Kemell, Kai Kristian and Mikkonen, Tommi and Abrahamsson, Pekka;2024;E-Informatica Software Engineering Journal;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Bahi202454;Integrating Generative AI for Advancing Agile Software Development and Mitigating Project Management Challenges;Bahi, Anas and Gharib, Jihane and Gahi, Youssef;2024;International Journal of Advanced Computer Science and Applications;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Ciancarini202422841;Digital Transformation in the Public Administrations: A Guided Tour for Computer Scientists;Ciancarini, Paolo and Giancarlo, Raffaele and Grimaudo, Gennaro;2024;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Rahman20231065;Machine learning application development: practitioners’ insights;Rahman, Md Saidur and Khomh, Foutse and Hamidi, Alaleh and Cheng, Jinghui and An;2023;Software Quality Journal;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Martins2023;Combining low-code development with ChatGPT to novel no-code approaches: A focus-group study;Martins, José Luís Bandeira and Branco, Frederico Augusto and Mamede, Henrique S;2023;Intelligent Systems with Applications;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Obie2023;Automated detection, categorisation and developers’ experience with the violations of honesty in mobile apps;Obie, Humphrey O. and Du, Hung and Madampe, Kashumi and Shahin, Mojtaba and Ilek;2023;Empirical Software Engineering;Sí;Sí;Sí;Sí;No;Criterios de exclusión: editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: editorial"
Scopus;Sangaroonsilp2023;An empirical study of automated privacy requirements classification in issue reports;Sangaroonsilp, Pattaraporn and Choetkiertikul, Morakot and Dam, Hoa Khanh and Gh;2023;Automated Software Engineering;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Ballingall2023;Standards relevant to automated driving system safety: A systematic assessment;Ballingall, Stuart and Sarvi, Majid and Sweatman, Peter F.;2023;Transportation Engineering;Sí;Sí;No;No;Sí;Cumple con AI+SE + 1 criterio adicional;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: Sí
Razón: Cumple con AI+SE + 1 criterio adicional"
Scopus;Ahmad2023;Requirements practices and gaps when engineering human-centered Artificial Intelligence systems;Ahmad, Khlood and Abdelrazek, Mohamed Almorsy and Arora, Chetan and Bano, Muneer;2023;Applied Soft Computing;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Srivastava2023160;An Intelligent Framework for Estimating Software Development Projects using Machine Learning;Srivastava, Prateek and Srivastava, Nidhi and Agrawal, Rashi C. and Singh, Pawan;2023;International Journal on Recent and Innovation Trends in Computing and Communication;Sí;Sí;No;No;No;Criterios de exclusión: medical_healthcare;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: No
Razón: Criterios de exclusión: medical_healthcare"
Scopus;Steidl2023;The pipeline for the continuous development of artificial intelligence models—Current state of research and practice;Steidl, Monika and Felderer, Michael and Ramler, Rudolf;2023;Journal of Systems and Software;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Veitía2023;"Analysis and comparison of deep learning models for user stories identification; Análisis y comparación de modelos de aprendizaje profundo para la identificación de historias de usuario";Veitía, Francisco Javier Peña and Roldán, María Luciana and Vegetti, Marcela;2023;Ingeniare;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Anwar2023143815;A Systematic Literature Review of AI-Based Software Requirements Prioritization Techniques;Anwar, Rahila and Bashir, Muhammad Bilal;2023;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Yejian2023142447;Review Classification Based on Machine Learning: Classifying Game User Reviews;Yejian, Zhang and Takada, Shingo;2023;IEEE Access;Sí;Sí;No;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Bocu2023123924;An Extended Survey Concerning the Significance of Artificial Intelligence and Machine Learning Techniques for Bug Triage and Management;Bocu, Rǎzvan and Baicoianu, Alexandra and Kerestely, Arpad;2023;IEEE Access;Sí;Sí;Sí;Sí;No;Criterios de exclusión: duplicate;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: duplicate"
Scopus;Arias-Barahona2023;Requests classification in the customer service area for software companies using machine learning and natural language processing;Arias-Barahona, María Ximena and Arteaga-Arteaga, Harold Brayan and Orozco-Arias;2023;PeerJ Computer Science;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Rana2023;A step toward building a unified framework for managing AI bias;Rana, Saadia Afzal and Azizul, Zati Hakim and Awan, Ali Afzal;2023;PeerJ Computer Science;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Jadhav202383523;Effective Software Effort Estimation Leveraging Machine Learning for Digital Transformation;Jadhav, Akshay and Kumar Shandilya, Shishir Kumar and Izonin, Ivan V. and Gregus;2023;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Olaleye2023;Predictive Analytics and Software Defect Severity: A Systematic Review and Future Directions;Olaleye, Taiwo Olapeju and Arogundade, O. T. and Sanjay, Misra and Abayomi-Alli,;2023;Scientific Programming;Sí;Sí;Sí;No;No;Criterios de exclusión: pure_theory;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: No
Razón: Criterios de exclusión: pure_theory"
Scopus;Georgiou2023;Data-Oriented Software Development: The Industrial Landscape through Patent Analysis;Georgiou, Konstantinos and Mittas, Nikolaos and Ampatzoglou, Apostolos and Chatz;2023;Information (Switzerland);Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Hayashi2022;A TDD Framework for Automated Monitoring in Internet of Things with Machine Learning †;Hayashi, Victor Takashi and Ruggiero, Wilson Vicente and Estrella, Júlio Ćezar a;2022;Sensors;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Mazumdar2022;Towards a better blockchainification of supply chain applications;Mazumdar, Somnath;2022;Systems and Soft Computing;Sí;Sí;No;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Assadi2022;An integration engineering framework for machine learning in healthcare;Assadi, Azadeh and Laussen, Peter C. and Goodwin, Andrew James and Goodfellow, S;2022;Frontiers in Digital Health;Sí;Sí;No;Sí;No;Criterios de exclusión: medical_healthcare;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: medical_healthcare"
Scopus;Chahar2022376;Performance Analysis of Software Test Effort Estimation using Genetic Algorithm and Neural Network;Chahar, Vikas and Bhatia, Pradeep Kumar;2022;International Journal of Advanced Computer Science and Applications;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Alshammari2022;Trends in Intelligent and AI-Based Software Engineering Processes: A Deep Learning-Based Software Process Model Recommendation Method;Alshammari, Fahad H.;2022;Computational Intelligence and Neuroscience;Sí;Sí;Sí;Sí;No;Criterios de exclusión: editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: editorial"
Scopus;Hassan2022111;Risk Prediction Applied to Global Software Development using Machine Learning Methods;Hassan, Hossam and Abdel-Fattah, Manal A. and Ghoneim, Amr S.;2022;International Journal of Advanced Computer Science and Applications;Sí;Sí;Sí;No;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Hai202283249;Toward Improving the Efficiency of Software Development Effort Estimation via Clustering Analysis;Hai, Vo Van and Thi Kim Nhung, Ho Le and Prokopová, Zdenka and Silhavy, Radek an;2022;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Sofian202251021;Systematic Mapping: Artificial Intelligence Techniques in Software Engineering;Sofian, Hazrina and Md Yunus, Nur Arzilawati and Binti Ahmad, Rodina Binti;2022;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Gupt202238694;GELAB - The Cutting Edge of Grammatical Evolution;Gupt, Krishn Kumar and Youssef, Ayman and Murphy, Aidan and Raja, Muhammad Adil ;2022;IEEE Access;Sí;Sí;Sí;No;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Al-Ahmad2022;Swarm intelligence-based model for improving prediction performance of low-expectation teams in educational software engineering projects;Al-Ahmad, Bilal I. and Al-Zoubi, Ala’ M. and Kabir, Md Faisal and Al-Tawil, Marw;2022;PeerJ Computer Science;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Linåker202231;Collaborative Aspects of Open Data in Software Engineering;Linåker, Johan and Runeson, Per and Zuiderwijk, Anneke M.G. and Brock, Amanda;2022;IEEE Software;Sí;Sí;No;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Li2022;Enjoy your observability: an industrial survey of microservice tracing and analysis;Li, Bowen and Peng, Xin and Xiang, Qilin and Wang, Hanzhang and Xie, Tao and Sun;2022;Empirical Software Engineering;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Myllyaho2022;On misbehaviour and fault tolerance in machine learning systems;Myllyaho, Lalli and Raatikainen, Mikko and Männistö, Tomi and Nurminen, Jukka K.;2022;Journal of Systems and Software;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Miller2021;Identifying the use of anonymising proxies to conceal source IP addresses;Miller, Shane and Curran, Kevin J. and Lunney, Tom F.;2021;International Journal of Digital Crime and Forensics;Sí;No;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: No
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Haakman2021;AI lifecycle models need to be revised: An exploratory study in Fintech;Haakman, Mark and Cruz, Luis and Huijgens, Hennie and Van Deursen, Arie Van;2021;Empirical Software Engineering;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Biesialska2021;Big Data analytics in Agile software development: A systematic mapping study;Biesialska, Katarzyna and Franch, Xavier and Muntés-Mulero, Víctor;2021;Information and Software Technology;Sí;Sí;Sí;Sí;No;Criterios de exclusión: editorial;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: No
Razón: Criterios de exclusión: editorial"
Scopus;Lekschas2021358;A Generic Framework and Library for Exploration of Small Multiples through Interactive Piling;Lekschas, Fritz and Zhou, Xinyi and Chen, Wei and Gehlenborg, Nils and Bach, Ben;2021;IEEE Transactions on Visualization and Computer Graphics;Sí;No;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: No
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Yadav202168;Robotic Automation of Software Testing From a Machine Learning Viewpoint;Yadav, Vinod and Botchway, Raphael Kwaku and Senkerik, Roman and Komínková Oplat;2021;Mendel;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Ferreira2021138618;The Development of the Open Machine-Learning-Based Anti-Spam (Open-MaLBAS);Ferreira, Isaac C. and Aragão, Marcelo V.C. and Oliveira, Edvard Martins De and ;2021;IEEE Access;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
Scopus;Abu-Salih2021208;Toward a knowledge-based personalised recommender system for mobile app development;Abu-Salih, Bilal and Alsawalqah, Hamad Iqab and Elshqeirat, Basima and Issa, Tom;2021;Journal of Universal Computer Science;Sí;Sí;No;No;Sí;Cumple con AI+SE + 1 criterio adicional;"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: No
¿Aborda adopción, competencias, prácticas u organizacional?: No
Decisión: Sí
Razón: Cumple con AI+SE + 1 criterio adicional"
Scopus;Pradhan2021;Large scale quality transformation in hybrid development organizations – A case study;Pradhan, Satya and Nanniyur, Venky;2021;Journal of Systems and Software;Sí;Sí;Sí;Sí;Sí;Cumple con criterios de inclusión (≥3/4);"[SCREENING] 2025-12-16
¿Menciona IA/ML/Generative AI explícitamente?: Sí
¿Contexto es software development/engineering?: Sí
¿Hay evidencia empírica (estudio, caso, survey)?: Sí
¿Aborda adopción, competencias, prácticas u organizacional?: Sí
Decisión: Sí
Razón: Cumple con criterios de inclusión (≥3/4)"
